ticket_id,ticket_text,predicted_category,retrieved_sources,draft_response,chunks_retrieved,latency_classify_s,latency_retrieve_s,latency_generate_s,latency_total_s,cost_classify_usd,cost_generate_usd,cost_total_usd,cost_total_idr,true_sop,true_category,priority,status,correct,error
TKT-2605-0080,Disable AD account for resigned user,offboarding,SOP-011 | SOP-010 | SOP-003,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Support BSI. Berikut adalah prosedur untuk menonaktifkan akun Active Directory (AD) pengguna yang telah mengundurkan diri sesuai dengan SOP Offboarding kami:

1. Pada pukul 17:00 di hari kerja terakhir karyawan, buka **Active Directory Users and Computers (ADUC)**.
2. Cari akun pengguna yang bersangkutan.
3. Klik kanan pada akun tersebut, lalu pilih **Disable Account** untuk menonaktifkan akun.
4. Pindahkan objek user tersebut ke dalam **Organizational Unit (OU)**: `OU=Terminated Users,DC=mitsubishi,DC=local`.
5. Buka portal **Microsoft 365 Admin** dan cari pengguna tersebut.
6. Klik **Block Sign-in** untuk memblokir akses masuk ke Microsoft 365.
7. Konversi mailbox email pengguna menjadi **Shared Mailbox** agar data tetap tersimpan tanpa biaya lisensi.
8. Hapus penugasan lisensi Microsoft 365 (Remove License) agar lisensi dapat digunakan oleh karyawan lain.
9. Berikan delegasi akses penuh (Full Access) ke Shared Mailbox tersebut kepada atasan atau manager pengguna selama periode retensi maksimal 30 hari.

Jika kasus ini merupakan **Immediate Termination** (misalnya pelanggaran atau fraud), maka proses disable dan block sign-in harus dilakukan segera tanpa menunggu jam kerja, serta langkah tambahan seperti remote wipe dan penutupan akses VPN dan SAP harus dilakukan sesuai SOP.

Apabila Anda memerlukan bantuan lebih lanjut atau ada pertanyaan lain, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Support BSI

[Sumber SOP: SOP-011, SOP-010, SOP-003]",3,1.241,0.205,4.451,5.898,4.58e-05,0.0011968,0.0012426,20.5029,SOP-011,offboarding,High,Escalated,1,
TKT-2605-0081,Need MFA reset - lost phone,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Support BSI. Mengenai permintaan reset MFA karena kehilangan ponsel, berikut prosedur yang kami lakukan sesuai SOP:

1. Kami perlu melakukan **verifikasi identitas** terlebih dahulu untuk memastikan keamanan akun Anda. Verifikasi dapat dilakukan melalui salah satu metode berikut:
   - Panggilan video via Teams atau Zoom, di mana Anda diminta menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan konfirmasi langsung kepada atasan yang tercatat di Workday/AD.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA di **Entra ID Admin Center** dengan langkah berikut:
   - Login ke https://entra.microsoft.com.
   - Navigasi ke **Users** > **All users**, cari akun Anda.
   - Pilih profil Anda, kemudian ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication** dan hapus perangkat lama yang terdaftar.
   
3. Kami akan menginformasikan Anda untuk membuka browser dalam mode Incognito, mengakses portal.office.com, dan login menggunakan email serta password Anda. Selanjutnya, Anda akan diminta untuk mengatur ulang Microsoft Authenticator di smartphone baru Anda.

Mohon siapkan aplikasi Microsoft Authenticator di ponsel baru Anda setelah reset selesai.

Jika Anda siap untuk proses verifikasi, silakan informasikan metode verifikasi yang Anda pilih agar kami dapat melanjutkan proses reset MFA.

Apabila ada pertanyaan lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Terima kasih.

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.427,0.331,4.229,4.986,4.62e-05,0.0013316,0.0013778,22.7337,SOP-002,mfa_reset,High,Closed,1,
TKT-2605-0082,Need MFA reset - lost phone,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait permintaan reset MFA karena kehilangan ponsel, berikut prosedur yang akan kami lakukan sesuai kebijakan keamanan:

1. Kami akan melakukan **verifikasi identitas** terlebih dahulu dengan salah satu metode berikut:
   - Panggilan video melalui Teams atau Zoom, di mana Anda diminta menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan Anda di Teams untuk konfirmasi.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA di **Entra ID Admin Center** dengan langkah:
   - Login ke https://entra.microsoft.com
   - Navigasi ke **Users** > **All users**, cari akun Anda.
   - Pilih profil Anda, lalu ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication** dan hapus perangkat lama yang terdaftar.

3. Kami akan menginformasikan Anda untuk membuka portal.office.com menggunakan mode Incognito dan melakukan proses pengaturan ulang Microsoft Authenticator di smartphone baru Anda.

Mohon siapkan aplikasi Microsoft Authenticator di ponsel baru Anda setelah reset selesai. Jika Anda memerlukan bantuan lebih lanjut, silakan balas tiket ini.

Terima kasih atas pengertiannya.

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.431,0.31,3.396,4.137,4.62e-05,0.0012452,0.0012914,21.3081,SOP-002,mfa_reset,High,Closed,1,
TKT-2605-0083,Cannot access finance T-Code,erp_sap,SOP-005 | SOP-004 | SOP-001,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala akses T-Code Finance di SAP. Berikut langkah awal yang dapat Bapak/Ibu lakukan sesuai prosedur SOP-005:

1. Saat muncul pesan error ""You are not authorized to use transaction XXXX"", mohon untuk tidak menutup layar SAP tersebut.
2. Ketik perintah **`//SU53`** di kotak perintah (command field) pada jendela SAP yang sama, lalu tekan Enter.
3. Layar akan menampilkan laporan **Authorization Failure**.
4. Silakan ambil *screenshot* layar penuh dari tampilan SU53 tersebut.
5. Lampirkan *screenshot* tersebut ke tiket ini bersama dengan email persetujuan (approval) dari Manager Bapak/Ibu dan Business Process Owner (BPO) modul Finance.

Mohon diperhatikan bahwa penambahan hak akses T-Code hanya dapat dilakukan setelah kami menerima persetujuan resmi dari pihak terkait. Setelah dokumen lengkap, tiket akan kami teruskan ke tim **SAP_Security_Admin** untuk proses selanjutnya.

Jika terdapat kendala lain seperti masalah login SAP atau akun terkunci, mohon informasikan pesan error yang muncul agar kami dapat membantu sesuai prosedur SOP-004.

Apabila Bapak/Ibu membutuhkan bantuan lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-005, SOP-004, SOP-001]",3,0.514,0.323,3.567,4.404,4.61e-05,0.0010656,0.0011117,18.3431,SOP-005,erp_sap,Medium,Open,1,
TKT-2605-0084,User locked by administrator in SAP,erp_sap,SOP-004 | SOP-005 | SOP-011,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah akun SAP yang terkunci oleh administrator.

Berdasarkan informasi yang Anda berikan dan sesuai dengan prosedur di SOP-004, berikut langkah yang dapat kami lakukan untuk membuka kunci akun SAP Anda:

1. Agen Helpdesk akan membuka aplikasi **SAP Logon** dan masuk ke sistem Production (misal: P01).
2. Menjalankan T-Code: **SU01**.
3. Memasukkan SAP User ID Anda.
4. Klik ikon **Lock/Unlock** (gambar gembok) untuk melihat status akun.
5. Jika akun terkunci karena di-lock oleh administrator, agen akan melakukan **Unlock** akun tersebut.
6. Setelah akun terbuka, Anda dapat mencoba login kembali menggunakan password lama Anda.

Apabila Anda membutuhkan reset password SAP, kami juga dapat membantu dengan prosedur berikut:

1. Jalankan T-Code: **SU01**.
2. Masukkan SAP User ID Anda.
3. Klik ikon **Logon Data / Password** (gambar kunci).
4. Masukkan password standar awal: **Init123456!**.
5. Klik **Save**.
6. Anda akan diminta mengganti password saat login berikutnya.

Jika permasalahan terkait otorisasi akses atau transaksi SAP, kami sarankan untuk mengikuti prosedur di SOP-005, yaitu mengambil screenshot laporan **Authorization Failure** dengan mengetik `//SU53` pada command field SAP dan melampirkan hasilnya bersama dengan persetujuan dari atasan atau Business Process Owner untuk proses eskalasi lebih lanjut.

Apabila masalah Anda tidak dapat diselesaikan dengan langkah di atas atau memerlukan akses khusus, tiket ini akan kami teruskan ke tim SAP Basis Level 2.

Silakan informasikan jika Anda memerlukan bantuan lebih lanjut.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-004, SOP-005, SOP-011]",3,0.46,0.356,5.68,6.496,4.62e-05,0.0013328,0.001379,22.7535,SOP-004,erp_sap,Medium,Resolved,1,
TKT-2605-0085,Cannot find 7-zip in software center,software_request,SOP-009 | SOP-008 | SOP-GENERAL,"Halo, terima kasih telah menghubungi IT Helpdesk BSI.

Terkait kendala Anda tidak menemukan **7-zip** di **Software Center**, mohon pastikan langkah berikut:

1. Buka aplikasi **Software Center** di laptop Anda.
2. Gunakan fitur pencarian dan ketik ""7-zip"".
3. Jika aplikasi tersedia, Anda dapat langsung klik tombol **Install** untuk melakukan instalasi secara mandiri (self-service).

Perlu diketahui, **7-zip** termasuk dalam kategori software standar (pre-approved/freeware) yang dapat diinstal sendiri melalui **Software Center** tanpa perlu membuat tiket permintaan software.

Jika setelah pencarian Anda tetap tidak menemukan **7-zip** di Software Center, kemungkinan aplikasi tersebut belum didaftarkan atau didistribusikan oleh tim IT Endpoint Management. Dalam hal ini, silakan buat tiket permintaan software baru agar tim terkait dapat melakukan pengecekan dan deployment aplikasi tersebut.

Apabila Anda memerlukan bantuan lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-GENERAL]",3,0.495,0.598,4.114,5.207,4.61e-05,0.0009196,0.0009657,15.934,SOP-009,software_request,Low,Escalated,1,
TKT-2605-0086,Convert to shared mailbox,email_issue,SOP-006 | SOP-012 | SOP-010,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait permintaan konversi mailbox menjadi shared mailbox. Berdasarkan SOP yang tersedia, saat ini tidak terdapat prosedur konversi mailbox menjadi shared mailbox pada dokumen SOP yang kami miliki.

Oleh karena itu, tiket ini memerlukan penanganan lebih lanjut oleh tim IT Level 2 yang memiliki akses dan wewenang untuk melakukan perubahan konfigurasi mailbox di Exchange Admin Center.

Kami akan meneruskan tiket Anda ke tim IT Level 2 agar dapat segera ditindaklanjuti. Mohon kesediaan Bapak/Ibu menunggu informasi selanjutnya dari tim tersebut.

Apabila ada pertanyaan lain atau kendala IT lainnya, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-006, SOP-012, SOP-010]",3,0.46,0.617,2.284,3.362,4.56e-05,0.0008796,0.0009252,15.2658,SOP-011,offboarding,High,Escalated,0,
TKT-2605-0087,Cannot find 7-zip in software center,software_request,SOP-009 | SOP-008 | SOP-GENERAL,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Mengenai kendala Anda tidak menemukan **7-Zip** di **Software Center**, berikut langkah yang dapat Anda lakukan:

1. Pastikan Anda mencari aplikasi **7-Zip** di **Software Center** pada laptop Anda, karena software standar seperti 7-Zip termasuk dalam daftar aplikasi yang dapat diinstal secara mandiri (self-service).
2. Jika aplikasi tersebut tidak muncul di Software Center, kemungkinan ada kendala pada sistem distribusi perangkat lunak atau aplikasi belum tersedia untuk perangkat Anda.
3. Dalam hal ini, silakan buat tiket baru dengan kategori ""Software Request"" agar tim `IT_Endpoint_Management` dapat melakukan pengecekan lebih lanjut dan melakukan deployment software secara remote jika diperlukan.

Perlu diketahui, karena kebijakan keamanan, karyawan tidak memiliki hak akses sebagai Local Administrator sehingga instalasi software harus melalui sistem resmi seperti Software Center atau dilakukan oleh tim IT.

Apabila Anda memerlukan bantuan lebih lanjut atau ada pertanyaan lain, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-GENERAL]",3,0.851,0.239,3.173,4.263,4.61e-05,0.0009276,0.0009737,16.0661,SOP-009,software_request,Low,Open,1,
TKT-2605-0088,AD password reset request,password_reset,SOP-003 | SOP-002 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Untuk permintaan reset password Active Directory (AD) Anda, berikut prosedur yang kami sarankan:

1. Silakan coba terlebih dahulu menggunakan **Self-Service Password Reset (SSPR)** di alamat:  
   **https://passwordreset.microsoftonline.com/**  
   Masukkan email Anda, isi captcha, lalu pilih metode verifikasi (SMS atau Microsoft Authenticator).

2. Jika Anda tidak dapat menggunakan SSPR karena MFA belum terdaftar atau kehilangan HP, kami akan melakukan reset manual. Prosedur reset manual oleh agen adalah sebagai berikut:  
   a. Kami akan membuka console **Active Directory Users and Computers (ADUC)**.  
   b. Mencari akun Anda dan memilih opsi **Reset Password**.  
   c. Memberikan password sementara dengan format standar perusahaan, misalnya: `Mitsu[bulan][tahun]!@#`.  
   d. Kami akan mencentang opsi **User must change password at next logon** agar Anda wajib mengganti password saat login berikutnya.  
   e. Jika akun Anda terkunci, kami juga akan membuka kunci akun tersebut.  
   f. Password sementara akan kami sampaikan melalui jalur komunikasi yang aman, seperti telepon atau chat ke atasan Anda, sesuai kebijakan keamanan.

Mohon informasikan jika Anda sudah mencoba SSPR dan kendala apa yang Anda alami agar kami dapat membantu lebih lanjut.

Apabila ada kebutuhan reset MFA terkait, prosedur dan verifikasi tambahan akan kami lakukan sesuai SOP yang berlaku.

Jika ada pertanyaan atau kendala lain, jangan ragu untuk menghubungi kami kembali.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-003, SOP-002, SOP-004]",3,0.456,0.33,7.162,7.948,4.56e-05,0.001348,0.0013936,22.9944,SOP-003,password_reset,Medium,Open,1,
TKT-2605-0089,Cannot access SharePoint site,out_of_scope,,"Thank you for contacting BSI IT Helpdesk. Your inquiry appears to be outside the scope of IT support services. Please direct your question to the appropriate department (HR, Finance, Facilities, etc.). If you believe this is an IT issue, please resubmit with more details about the technical problem.",0,0.971,0.0,0.0,0.971,4.61e-05,0.0,4.61e-05,0.7607,SOP-012,email_issue,Medium,Resolved,0,
TKT-2605-0090,New hire onboarding setup,onboarding,SOP-010 | SOP-011 | SOP-008,"Yth. Tim HR dan Rekan Baru,

Terima kasih telah menghubungi IT Helpdesk terkait proses onboarding karyawan baru. Berikut adalah langkah-langkah yang akan kami lakukan sesuai prosedur SOP-010:

1. **Validasi Akun AD & Email:** Kami akan memeriksa di Active Directory Users and Computers (ADUC) apakah akun dengan format `Nama.Belakang` sudah terbentuk dan memastikan email `nama.belakang@mitsubishi.co.id` sudah aktif di Exchange.
2. **Assign Lisensi:** Kami akan login ke Microsoft 365 Admin Center untuk memastikan lisensi **Microsoft 365 E3** dan paket tambahan sesuai peran sudah diberikan.
3. **Tambahkan ke Grup:** Pengguna akan kami tambahkan ke Distribution List (DL) departemen terkait dan grup Security folder berbagi di File Server.
4. **Koordinasi Perangkat:** Kami akan mengecek tiket aset sesuai SOP-008 untuk memastikan laptop sudah siap di meja karyawan baru atau siap di-pickup pada hari onboarding bersama HR.
5. **Komunikasi Kredensial Awal:** Kami akan mencetak ""Welcome Letter"" yang berisi panduan login, password sementara, dan panduan setting MFA, lalu menyerahkannya kepada tim HR satu hari sebelum karyawan bergabung. Password awal tidak akan dikirim melalui email tanpa enkripsi demi keamanan.

Jika ada kebutuhan khusus terkait perangkat atau akses tambahan, silakan informasikan agar kami dapat membantu sesuai prosedur.

Apabila ada pertanyaan lebih lanjut atau kendala lain, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-010, SOP-011, SOP-008]",3,0.562,0.223,4.471,5.256,4.56e-05,0.0011292,0.0011748,19.3842,SOP-010,onboarding,Medium,In Progress,1,
TKT-2605-0091,Convert to shared mailbox,email_issue,SOP-006 | SOP-012 | SOP-010,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait permintaan untuk mengubah mailbox menjadi shared mailbox, mohon maaf saat ini kami belum menemukan prosedur konversi mailbox ke shared mailbox dalam SOP yang tersedia.

Oleh karena itu, tiket ini memerlukan penanganan lebih lanjut oleh tim IT Level 2 yang memiliki akses dan prosedur khusus untuk pengelolaan mailbox di Microsoft Exchange.

Kami akan meneruskan permintaan Anda ke tim tersebut agar dapat segera ditindaklanjuti. Apabila ada informasi tambahan atau kebutuhan lain, silakan menghubungi kami kembali.

Terima kasih atas pengertiannya.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-006, SOP-012, SOP-010]",3,0.447,0.316,2.711,3.474,4.56e-05,0.0008508,0.0008964,14.7906,SOP-011,offboarding,Medium,Closed,0,
TKT-2605-0092,Need docking station for WFH,hardware_request,SOP-008 | SOP-013 | SOP-006,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait permintaan docking station untuk kebutuhan Work From Home (WFH), berikut prosedur yang kami terapkan sesuai SOP-008:

1. Permintaan aksesori tambahan seperti docking station termasuk kategori **Upgrade/Aksesori**.
2. Kami akan melakukan verifikasi alasan pengajuan dan memastikan permintaan mendapatkan approval dari Manager langsung.
3. Setelah approval diterima, tiket akan diteruskan ke tim **IT_Asset_Management** untuk menyiapkan perangkat docking station.
4. Selanjutnya, kami akan mengatur jadwal pengambilan perangkat di IT Lounge atau pengiriman menggunakan kurir asuransi jika Bapak/Ibu berada di luar kota.

Mohon untuk menunggu konfirmasi lebih lanjut dari tim kami setelah proses approval selesai.

Apabila ada pertanyaan atau membutuhkan bantuan lainnya, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-008, SOP-013, SOP-006]",3,0.915,0.32,2.855,4.089,4.58e-05,0.00098,0.0010258,16.9257,SOP-008,hardware_request,Low,Escalated,1,
TKT-2605-0093,VPN error -14 when connecting,vpn_issue,SOP-001 | SOP-001 | SOP-006,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala VPN dengan error -14 saat melakukan koneksi.

Berdasarkan panduan troubleshooting VPN FortiClient, error -14 biasanya disebabkan oleh kesalahan kredensial, akun terkunci, atau pengguna belum tergabung dalam grup keamanan VPN. Berikut langkah-langkah yang dapat kami lakukan untuk mengatasi masalah ini:

1. Verifikasi status akun Active Directory (AD) Anda melalui Active Directory Users and Computers (ADUC). Jika akun terkunci (Locked Out), kami akan membuka kuncinya.
2. Pastikan akun Anda sudah tergabung dalam grup `VPN-Remote-Access` di Entra ID. Jika belum, kami akan meminta persetujuan manajer Anda untuk menambahkan ke grup tersebut.
3. Setelah langkah di atas selesai, silakan coba kembali melakukan koneksi VPN menggunakan FortiClient dengan kredensial Microsoft 365 Anda dan pastikan untuk menyetujui prompt MFA di ponsel.

Apabila setelah langkah-langkah tersebut masalah masih terjadi, mohon informasikan kembali agar kami dapat melakukan eskalasi ke tim Network Security Level 2 dengan melampirkan informasi tambahan seperti username, IP public, log FortiClient, dan timestamp kejadian.

Kami siap membantu Anda lebih lanjut apabila diperlukan.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-001, SOP-006]",3,0.461,0.35,3.721,4.533,4.58e-05,0.0011352,0.001181,19.4865,SOP-001,vpn_issue,High,Escalated,1,
TKT-2605-0094,SU53 authorization error ME21N,erp_sap,SOP-005 | SOP-004 | SOP-009,"Yth. Bapak/Ibu,

Terima kasih atas laporan Anda terkait error otorisasi SU53 saat menggunakan transaksi ME21N di SAP.

Berikut langkah yang perlu dilakukan sesuai prosedur kami:

1. Mohon pastikan Anda tidak menutup layar SAP yang menampilkan error tersebut.
2. Ketik perintah **//SU53** pada command field di jendela SAP yang sama, kemudian tekan Enter.
3. Ambil screenshot layar penuh laporan **Authorization Failure** yang muncul.
4. Lampirkan screenshot tersebut dalam tiket ini sebagai bukti analisis awal.

Selanjutnya, kami akan memverifikasi apakah Anda sudah melampirkan persetujuan (approval) dari Manager Anda dan Business Process Owner (BPO) modul terkait (misal BPO Supply Chain untuk transaksi ME21N). Jika persetujuan belum ada, kami akan meminta Anda untuk melengkapinya terlebih dahulu.

Setelah persetujuan lengkap, tiket akan kami teruskan ke tim **SAP_Security_Admin** untuk proses penambahan hak akses sesuai audit trail.

Mohon untuk menginformasikan apabila Anda memerlukan bantuan lebih lanjut dalam proses ini.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-005, SOP-004, SOP-009]",3,0.493,0.322,3.199,4.014,4.63e-05,0.0010972,0.0011435,18.8678,SOP-005,erp_sap,High,Escalated,1,
TKT-2605-0095,AD password reset request,password_reset,SOP-003 | SOP-002 | SOP-004,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Berikut adalah langkah-langkah yang akan kami lakukan untuk permintaan reset password Active Directory (AD) Anda:

1. Kami sarankan Anda terlebih dahulu mencoba menggunakan **Self-Service Password Reset (SSPR)** dengan mengakses tautan berikut:  
   `https://passwordreset.microsoftonline.com/`  
   Masukkan email Anda, isi Captcha, dan pilih metode verifikasi (SMS atau Microsoft Authenticator).

2. Jika Anda tidak dapat menggunakan SSPR karena MFA belum terdaftar atau kehilangan HP, kami akan melakukan reset manual dengan prosedur berikut:  
   a. Kami akan membuka console **Active Directory Users and Computers (ADUC)** dan mencari akun Anda.  
   b. Melakukan reset password dengan membuat password sementara sesuai format perusahaan: `Mitsu[Bulan][Tahun]!@#` (contoh: MitsuAgustus2026!@#).  
   c. Kami akan mencentang opsi **""User must change password at next logon""** agar Anda wajib mengganti password saat pertama kali login.  
   d. Jika akun Anda terkunci, kami juga akan membuka kunci akun tersebut.  
   e. Password sementara akan kami sampaikan melalui jalur komunikasi yang aman (telepon atau chat ke atasan Anda), dan tidak akan dikirimkan via email personal tanpa persetujuan HR.

Mohon konfirmasi apabila Anda sudah mencoba SSPR atau jika Anda membutuhkan reset manual agar kami dapat segera memprosesnya. Jika ada kendala lain terkait MFA, silakan informasikan juga agar kami dapat membantu sesuai prosedur.

Semoga informasi ini membantu. Jangan ragu untuk menghubungi kami kembali jika Anda memerlukan bantuan lebih lanjut.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-003, SOP-002, SOP-004]",3,0.481,0.315,5.095,5.891,4.56e-05,0.001364,0.0014096,23.2584,SOP-003,password_reset,Medium,Resolved,1,
TKT-2605-0096,AutoCAD installation request,software_request,SOP-009 | SOP-008 | SOP-GENERAL,"Yth. Bapak/Ibu,

Terima kasih atas permintaan instalasi AutoCAD Anda. Berikut prosedur yang perlu kami lakukan sesuai kebijakan perusahaan:

1. Karena AutoCAD merupakan software berlisensi, Anda perlu mengajukan tiket ""Software Request"" terlebih dahulu.
2. Kami akan melakukan pengecekan ketersediaan lisensi di portal aset perangkat lunak.
3. Mohon lampirkan persetujuan dari Manajer Anda serta persetujuan penagihan silang (Cross-Charge) dari Departemen Keuangan jika lisensi harus dibeli baru.
4. Setelah semua persetujuan lengkap dan disetujui, tiket akan kami teruskan ke tim **IT_Endpoint_Management** untuk melakukan deployment AutoCAD secara remote ke perangkat Anda.

Mohon untuk menyiapkan dokumen persetujuan tersebut agar proses dapat segera kami lanjutkan. Jika ada pertanyaan lebih lanjut atau membutuhkan bantuan, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-GENERAL]",3,3.045,0.2,3.259,6.504,4.56e-05,0.000892,0.0009376,15.4704,SOP-009,software_request,Medium,Open,1,
TKT-2605-0097,Microsoft Authenticator not working,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo [Nama Pengguna],

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait kendala Microsoft Authenticator yang tidak berfungsi, kami akan membantu melakukan reset Multi-Factor Authentication (MFA) Anda dengan prosedur berikut:

1. Sebelum melakukan reset MFA, kami perlu melakukan verifikasi identitas Anda. Mohon siapkan salah satu dari metode berikut:
   - Panggilan video melalui Teams atau Zoom dengan menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan Anda yang terdaftar di Workday/AD.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen Anda.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA melalui **Entra ID Admin Center** dengan langkah-langkah:
   - Login ke https://entra.microsoft.com.
   - Navigasi ke **Users** > **All users** dan cari akun Anda.
   - Klik profil Anda, pilih **Authentication methods**.
   - Klik **Require re-register multifactor authentication**.
   - Hapus perangkat lama yang terdaftar pada metode autentikasi.

3. Setelah reset, silakan buka browser dalam mode Incognito, akses portal.office.com, dan login menggunakan email serta password Anda. Anda akan diminta untuk mengatur ulang Microsoft Authenticator dengan melakukan pairing ulang menggunakan aplikasi di smartphone baru Anda.

Jika Anda mengalami kendala lain terkait password atau akses, silakan informasikan kepada kami.

Mohon balas pesan ini untuk menjadwalkan verifikasi identitas atau jika ada pertanyaan lebih lanjut.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.481,0.209,5.399,6.089,4.61e-05,0.0013488,0.0013949,23.0159,SOP-002,mfa_reset,High,Escalated,1,
TKT-2605-0098,Mailbox full error 5.2.2,email_issue,SOP-006 | SOP-001 | SOP-007,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Support BSI terkait masalah **Mailbox Full error 5.2.2** pada email Outlook Anda. Berikut langkah-langkah yang dapat kami sarankan untuk mengatasi masalah ini:

1. Aktifkan fitur **Online Archive** pada akun email Anda untuk menambah kapasitas penyimpanan arsip email.
2. Jika fitur **Online Archive** belum aktif, kami akan melakukan aktivasi melalui **Exchange Admin Center** dengan cara:
   - Login ke Exchange Admin Center.
   - Cari akun pengguna Anda.
   - Pilih menu **Mailbox features**.
   - Aktifkan opsi **Mailbox archive** dengan mengubah status menjadi *Enabled*.
3. Setelah fitur **Online Archive** aktif, kami sarankan Anda membuat *Retention Policy* lokal di Outlook untuk memindahkan email lama (lebih dari 1 tahun) secara otomatis ke **Online Archive**. Hal ini akan membantu mengosongkan ruang di mailbox utama Anda.

Jika Anda memerlukan panduan lebih lanjut mengenai pembuatan *Retention Policy* atau mengalami kendala lain, silakan menghubungi kami kembali.

Semoga langkah ini membantu menyelesaikan permasalahan Anda. Jika ada pertanyaan atau kendala lain, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Support BSI

[Sumber SOP: SOP-006, SOP-001, SOP-007]",3,4.633,0.195,3.244,8.072,4.61e-05,0.0010024,0.0010485,17.3003,SOP-006,email_issue,Low,Open,1,
